#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-07-02T20:26:12 [V1.99+ (14-Oct-2013)]
Cluster,RA_ICRS,DE_ICRS,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
Czernik_2        ,10.952,60.197,0.085,77,-4.06,-0.905,0.495,NN            ,8.57,1.41,11.39,1899,-1005,1609,-88,9482,Cl Czernik 2                   ,10.952,60.197
Czernik_20       ,80.129,39.545,0.032,34,0.619,-1.583,0.264,NN            ,9.22,1.49,12.71,3488,-3414,707,87,11775,Cl Czernik 20                  ,80.129,39.545
Czernik_21       ,81.671,36.013,0.053,124,2.244,-0.907,0.221,NN            ,9.41,2.05,13.03,4036,-3996,569,31,12349,Cl Czernik 21                  ,81.671,36.013
Czernik_23       ,87.525,28.898,0.05,93,0.08,-1.794,0.288,NN            ,8.43,1.49,12.99,3968,-3967,-37,56,12307,Cl Czernik 23                  ,87.525,28.898
Czernik_24       ,88.848,20.876,0.045,94,0.222,-2.629,0.261,NN            ,9.43,1.63,13,3981,-3938,-557,-154,12291,Cl Czernik 24                  ,88.848,20.876
Czernik_25       ,93.432,6.953,0.056,99,-0.222,0.252,0.438,NN            ,8.87,1.01,11.68,2167,-1995,-822,-193,10368,Cl Czernik 25                  ,93.432,6.953
Czernik_26       ,97.754,-4.183,0.019,10,0.142,0.191,0.06,NN            ,8.72,0.88,14.25,7087,-5815,-3973,-795,14702,Cl Czernik 26                  ,97.754,-4.183
Czernik_27       ,105.83,6.382,0.024,45,-0.505,-1.395,0.221,NN            ,8.94,0.44,13.17,4313,-3770,-2054,416,12283,Cl Czernik 27                  ,105.83,6.382
Czernik_29       ,112.1,-15.385,0.059,147,-1.406,1.354,0.235,NN            ,8.18,1.09,12.71,3485,-2202,-2700,58,10883,Cl Czernik 29                  ,112.1,-15.385
Czernik_3        ,15.78,62.787,0.014,44,-0.22,-0.296,0.195,NN            ,8.54,2.91,13.22,4415,-2486,3649,-4,11424,Cl Czernik 3                   ,15.78,62.787
Czernik_30       ,112.796,-9.945,0.03,85,-0.587,-0.097,0.11,NN            ,9.46,0.62,14.11,6647,-4577,-4796,482,13779,Cl Czernik 30                  ,112.796,-9.945
Czernik_31       ,114.238,-20.515,0.038,71,-1.946,3.035,0.295,NN            ,7.47,1.43,12.65,3396,-1885,-2824,15,10608,Cl Czernik 31                  ,114.238,-20.515
Czernik_32       ,117.62,-29.853,0.036,162,-2.962,2.48,0.196,NN            ,9.05,2.17,13.08,4139,-1690,-3777,-125,10717,Cl Czernik 32                  ,117.62,-29.853
Czernik_37       ,268.32,-27.373,0.039,196,0.459,-0.445,0.406,NN            ,8.58,3.43,11.82,2314,2312,89,-26,6028,Cl Czernik 37                  ,268.32,-27.373
Czernik_38       ,282.451,4.965,0.041,168,-1.84,-5.005,0.383,NN            ,8.27,4.25,11.96,2461,1959,1485,112,6551,Cl Czernik 38                  ,282.451,4.965
Czernik_39       ,286.926,4.337,0.032,36,-1.586,-4.704,0.253,NN            ,8.14,2.63,12.57,3265,2549,2038,-92,6138,Cl Czernik 39                  ,286.926,4.337
Czernik_40       ,295.661,21.145,0.078,62,-2.249,-4.613,0.207,NN            ,7.4,3.43,13.32,4610,2478,3886,-89,7032,Cl Czernik 40                  ,295.661,21.145
Czernik_41       ,297.754,25.29,0.083,181,-2.932,-6.164,0.369,NN            ,7.11,4.11,12.03,2543,1193,2246,-30,7491,Cl Czernik 41                  ,297.754,25.29
Czernik_42       ,339.896,59.908,0.027,43,-3.383,-2.527,0.182,NN            ,7.85,3.35,13.23,4422,-1299,4226,88,10525,Cl Czernik 42                  ,339.896,59.908
Czernik_44       ,353.415,61.954,0.058,37,-2.377,-0.878,0.184,NN            ,8.14,2.53,13.22,4399,-1784,4021,34,10893,Cl Czernik 44                  ,353.415,61.954
Czernik_5        ,28.927,61.355,0.036,52,-2.02,0.476,0.229,NN            ,8.13,3.22,13.09,4146,-2695,3149,-40,11476,Cl Czernik 5                   ,28.927,61.355
Czernik_6        ,30.543,62.838,0.053,20,-1.129,-0.127,0.353,NN            ,7.45,1,12.03,2541,-1663,1920,47,10186,Cl Czernik 6                   ,30.543,62.838
Czernik_8        ,38.24,58.764,0.025,34,0.48,-0.721,0.332,NN            ,8.37,2.51,12.27,2845,-2038,1983,-77,10566,Cl Czernik 8                   ,38.24,58.764
Czernik_9        ,38.393,59.883,0.037,57,-0.912,0.272,0.3,NN            ,8.38,3.01,12.6,3304,-2354,2319,-28,10942,Cl Czernik 9                   ,38.393,59.883
DB2001_22        ,310.645,42.946,0.032,18,-2.714,-4.644,0.268,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[DB2001] Cl 22                 ,310.645,42.946
DBSB_100         ,245.106,-50.902,0.029,42,-2.94,-3.622,0.148,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[DBS2003] 100                  ,245.106,-50.902
DBSB_101         ,242.631,-49.014,0.064,36,-1.822,-2.193,0.52,NN            ,7.05,3.07,11.36,1871,1666,-849,61,6727,[DBS2003] 101                  ,242.631,-49.014
DBSB_104         ,255.997,-51.088,0.035,20,-0.443,-2.692,0.908,NN            ,7.43,0.88,10.16,1078,989,-415,-110,7362,[DBS2003] 104                  ,255.997,-51.088
DBSB_21          ,130.571,-40.737,0.016,14,-5.998,4.44,0.613,NN            ,6.98,3.26,10.99,1574,-251,-1554,25,8731,[DBS2003] 21                   ,130.571,-40.737
DBSB_3           ,107.579,-18.434,0.033,43,-1.937,2.696,0.281,NN            ,6.58,1.57,12.55,3238,-2011,-2526,-241,10655,[DBS2003] 3                    ,107.579,-18.434
DBSB_43          ,150.962,-59.232,0.022,26,-5.056,3.142,0.187,NN            ,7.39,2.33,13.45,4907,1096,-4776,-259,8676,[DBS2003] 43                   ,150.962,-59.232
DBSB_6           ,112.493,-19.102,0.036,15,-1.931,2.442,0.255,NN            ,7.5,2.34,12.89,3792,-2216,-3077,-32,10995,[DBS2003] 6                    ,112.493,-19.102
DBSB_60          ,166.385,-62.482,0.03,26,-5.229,1.874,0.202,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[DBS2003] 60                   ,166.385,-62.482
DBSB_7           ,113.855,-18.677,0.106,34,-1.683,2.401,0.351,NN            ,8.44,1.45,12.13,2667,-1549,-2171,39,10124,[DBS2003] 7                    ,113.855,-18.677
DC_5             ,159.996,-59.192,0.031,125,-5.356,2.396,0.198,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[D2005c] DC 5                  ,159.996,-59.192
DC_8             ,92.335,31.228,0.019,27,0.775,-1.309,0.223,NN            ,8.93,2.51,13.31,4591,-4569,-45,447,12909,[D2005c] DC 8                  ,92.335,31.228
Danks_1          ,198.121,-62.699,0.02,57,-7.02,-0.499,0.159,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Danks 1                     ,198.1211,-62.699
Danks_2          ,198.222,-62.681,0.013,56,-7.016,-0.336,0.129,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Danks 2                     ,198.2221,-62.681
Dias_1           ,10.63,64.056,0.058,49,-2.752,-0.523,0.372,NN            ,7.48,2.35,12.08,2608,-1380,2213,54,9969,Cl Dias 1                      ,10.63,64.056
Dias_2           ,92.291,4.573,0.051,44,-0.772,1.24,0.21,NN            ,9.24,0.47,13.02,4009,-3634,-1616,-506,12082,Cl Dias 2                      ,92.291,4.573
Dias_5           ,274.385,-19.707,0.078,61,1.798,-0.945,0.744,NN            ,6.98,0.94,10.58,1303,1276,262,-39,7068,Cl Dias 5                      ,274.385,-19.707
Dias_6           ,277.617,-12.33,0.049,190,0.482,-0.591,0.331,NN            ,9.04,1.85,12.01,2524,2377,846,-45,6021,Cl Dias 6                      ,277.617,-12.33
Dolidze_11       ,306.682,41.372,0.026,28,-1.255,-4.26,0.49,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Dolidze 11                  ,306.682,41.372
Dolidze_16       ,78.623,32.707,0.13,48,-0.063,-2.602,0.762,NN            ,7.22,0.86,10.62,1332,-1321,158,-81,9662,Cl Dolidze 16                  ,78.623,32.707
Dolidze_3        ,303.803,36.832,0.094,16,-2.875,-5.613,0.496,NN            ,6.95,2.1,11.6,2086,555,2010,39,8039,Cl Dolidze 3                   ,303.803,36.832
Dolidze_32       ,280.26,-4.054,0.092,17,-0.705,-2.027,0.464,NN            ,8.01,3,11.6,2085,1838,983,16,6575,Cl Dolidze 32                  ,280.26,-4.054
Dolidze_5        ,305.025,39.331,0.086,137,-1.929,-5.384,0.443,NN            ,7.8,2.13,11.51,2001,444,1950,58,8132,Cl Dolidze 5                   ,305.025,39.331
Dolidze_53       ,296.588,24.613,0.044,30,-1.494,-4.609,0.478,NN            ,6.84,2.96,11.74,2228,1083,1947,-4,7513,Cl Dolidze 53                  ,296.588,24.613
Dolidze_8        ,306.129,42.3,0.083,39,-2.633,-5.91,0.993,NN            ,7.19,2.22,10.11,1053,181,1036,49,8224,Cl Dolidze 8                   ,306.129,42.3
ESO_092_05       ,150.801,-64.755,0.043,39,-2.919,2.397,0.061,NN            ,9.65,0.17,15.47,12444,3438,-11848,-1625,12822,ESO 092-05                     ,150.801,-64.755
ESO_092_18       ,153.73,-64.611,0.025,54,-3.551,2.761,0.032,NN            ,9.46,0.47,14.98,9910,2898,-9407,-1149,10867,ESO 092-18                     ,153.73,-64.611
ESO_130_06       ,181.97,-59.31,0.109,71,-11.266,-0.866,1.229,NN            ,8.15,0.27,9.54,808,371,-716,43,8000,ESO 130-06                     ,181.9701,-59.31
ESO_130_08       ,182.619,-59.479,0.101,105,-5.952,-0.875,0.721,NN            ,8.25,0.75,10.64,1342,624,-1186,69,7806,ESO 130-08                     ,182.6191,-59.479
ESO_130_13       ,185.782,-59.644,0.088,120,-4.422,-0.417,0.386,NN            ,7.53,1.38,11.92,2420,1184,-2106,127,7458,ESO 130-13                     ,185.782,-59.644
ESO_134_12       ,221.22,-59.158,0.033,51,-5.182,-3.122,0.415,NN            ,8.18,2.53,11.92,2420,1770,-1649,24,6773,ESO 134-12                     ,221.22,-59.158
ESO_166_04       ,137.602,-53.884,0.068,32,-5.983,5.675,0.866,NN            ,8.3,0.32,10.19,1090,73,-1085,-75,8337,ESO 166-04                     ,137.602,-53.884
ESO_211_03       ,132.897,-50.253,0.051,121,-4.681,4.333,0.159,NN            ,9.11,2.59,13.63,5313,-70,-5301,-349,9941,ESO 211-03                     ,132.897,-50.253
ESO_211_09       ,139.186,-50.285,0.024,27,-3.53,3.12,0.093,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,ESO 211-09                     ,139.186,-50.285
ESO_226_06       ,246.04,-51.151,0.04,19,-2.181,-3.308,0.389,NN            ,7.51,2.63,11.89,2382,2123,-1078,-48,6309,ESO 226-06                     ,246.04,-51.151
ESO_311_21       ,120.415,-41.596,0.045,56,-2.852,5.51,0.16,NN            ,9.41,1.83,13.68,5445,-1205,-5280,-555,10908,ESO 311-21                     ,120.415,-41.596
ESO_312_03       ,126.123,-41.287,0.049,50,-3.78,4.457,0.228,NN            ,7.94,2.08,13.15,4268,-796,-4190,-156,10051,ESO 312-03                     ,126.123,-41.287
ESO_312_04       ,126.722,-41.251,0.016,30,-2.915,3.917,0.15,NN            ,7.65,2.06,13.84,5859,-1070,-5758,-175,11032,ESO 312-04                     ,126.722,-41.251
ESO_313_03       ,127.907,-41.784,0.015,3,-3.189,3.492,0.163,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,ESO 313-03                     ,127.907,-41.784
ESO_368_11       ,116.086,-34.628,0.051,107,-0.853,2.278,0.429,NN            ,8.77,1.11,11.63,2117,-742,-1973,-193,9294,ESO 368-11                     ,116.086,-34.628
ESO_368_14       ,116.751,-32.959,0.026,25,-1.938,3.561,0.222,NN            ,7.97,3.29,13.14,4254,-1576,-3941,-292,10670,ESO 368-14                     ,116.751,-32.959
ESO_371_25       ,133.248,-35.476,0.023,50,-2.429,1.749,0.134,NN            ,9.31,1.2,13.83,5832,-1205,-5675,594,11105,ESO 371-25                     ,133.248,-35.476
ESO_393_15       ,265.923,-34.203,0.091,5,0.748,-0.489,0.315,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,ESO 393-15                     ,265.923,-34.203
ESO_518_03       ,251.76,-25.81,0.095,91,2.757,-2.665,0.566,NN            ,9.15,0.91,11.06,1631,1587,-137,351,6753,ESO 518-03                     ,251.76,-25.81
ESO_559_13       ,112.176,-20.807,0.025,12,-1.402,1.721,0.4,NN            ,8.79,0.87,11.83,2318,-1309,-1912,-63,9837,ESO 559-13                     ,112.176,-20.807
ESO_589_26       ,270.56,-21.922,0.031,82,-0.216,-2.695,0.336,NN            ,8.3,3.15,12.13,2666,2640,368,15,5711,ESO 589-26                     ,270.56,-21.922
FSR_0088         ,282.667,-4.158,0.067,176,-1.589,-4.126,0.233,NN            ,8.22,3.62,12.43,3063,2674,1491,-92,5858,[FSR2007] 0088                 ,282.667,-4.158
FSR_0123         ,287.911,12.037,0.042,126,-1.211,-4.162,0.175,NN            ,9.01,2.74,12.98,3952,2748,2838,72,6271,[FSR2007] 0123                 ,287.911,12.037
FSR_0133         ,292.448,15.561,0.072,275,-2.37,-4.576,0.099,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 0133                 ,292.448,15.561
FSR_0154         ,297.009,23.353,0.046,90,-1.601,-4.133,0.211,NN            ,8.68,3.52,12.78,3594,1796,3112,-68,7246,[FSR2007] 0154                 ,297.009,23.353
FSR_0158         ,296.99,26.04,0.018,14,-2.748,-5.432,0.139,NN            ,7.01,4.39,13.94,6131,2848,5429,30,7722,[FSR2007] 0158                 ,296.99,26.04
FSR_0165         ,299.546,26.761,0.066,60,-2.782,-5.558,0.376,NN            ,7.19,2.79,11.93,2429,1060,2185,-55,7600,[FSR2007] 0165                 ,299.546,26.761
FSR_0166         ,303.385,25.43,0.051,43,-4.191,-6.659,0.331,NN            ,9.45,2.24,12.24,2800,1186,2525,-240,7586,[FSR2007] 0166                 ,303.385,25.43
FSR_0167         ,301.218,27.057,0.067,19,0.102,-1.83,0.533,NN            ,8.89,2.52,11.24,1773,744,1607,-74,7763,[FSR2007] 0167                 ,301.218,27.057
FSR_0172         ,300.004,29.215,0.023,39,-2.54,-5.959,0.307,manual        ,8.2,4.1,12.64,3372,1349,3091,-21,7643,[FSR2007] 0172                 ,300.004,29.215
FSR_0195         ,304.229,33.637,0.033,51,-2.828,-4.397,0.267,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 0195                 ,304.229,33.637
FSR_0198         ,300.614,35.681,0.127,82,-3.56,-6.611,0.486,NN            ,6.67,2.49,11.69,2181,666,2074,99,7948,[FSR2007] 0198                 ,300.614,35.681
FSR_0238         ,308.693,41.417,0.039,29,-2.902,-4.547,0.596,NN            ,7.87,4.7,10.92,1526,252,1505,16,8226,[FSR2007] 0238                 ,308.693,41.417
FSR_0241         ,300.763,46.196,0.09,46,-1.427,-3.575,0.45,NN            ,9.12,1.03,11.53,2020,304,1977,282,8274,[FSR2007] 0241                 ,300.763,46.196
FSR_0275         ,314.171,46.902,0.055,87,-2.831,-4.825,0.223,NN            ,8.93,2.41,13.02,4014,195,4009,68,9078,[FSR2007] 0275                 ,314.171,46.902
FSR_0278         ,307.761,51.021,0.085,58,-4.615,-9.738,0.554,NN            ,9.34,0.85,11.16,1708,63,1695,202,8448,[FSR2007] 0278                 ,307.761,51.021
FSR_0282         ,315.572,48.096,0.048,65,-3.64,-4.67,0.243,NN            ,8.54,3.61,13.08,4137,91,4136,75,9227,[FSR2007] 0282                 ,315.572,48.096
FSR_0284         ,314.141,49.362,0.015,17,-2.503,-3.504,0.312,NN            ,7.88,2.74,12.53,3203,51,3199,144,8884,[FSR2007] 0284                 ,314.141,49.362
FSR_0296         ,320.976,49.925,0.02,37,-4.093,-5.12,0.276,NN            ,8.5,2.35,12.6,3315,-144,3311,-15,9108,[FSR2007] 0296                 ,320.976,49.925
FSR_0306         ,322.129,51.69,0.08,67,-2.14,-2.536,0.349,NN            ,8.71,2.79,12.14,2681,-198,2674,22,8947,[FSR2007] 0306                 ,322.129,51.69
FSR_0336         ,327.711,55.243,0.111,137,-3.066,-2.855,0.369,NN            ,7.68,2.74,12.13,2661,-420,2627,44,9145,[FSR2007] 0336                 ,327.711,55.243
FSR_0342         ,331.931,53.104,0.103,202,-1.346,-1.837,0.343,NN            ,9.18,0.87,12.2,2751,-465,2709,-107,9213,[FSR2007] 0342                 ,331.931,53.104
FSR_0344         ,330.44,54.815,0.034,9,-1.792,-1.591,0.196,NN            ,9.54,3.04,13.22,4400,-768,4333,-26,10086,[FSR2007] 0344                 ,330.44,54.815
FSR_0357         ,337.723,53.951,0.019,45,-3.125,-2.281,0.219,NN            ,8.08,1.22,13.18,4334,-980,4213,-258,10228,[FSR2007] 0357                 ,337.723,53.951
FSR_0384         ,342.911,56.109,0.035,47,-3.552,-1.711,0.468,NN            ,8.63,1.01,11.42,1920,-552,1836,-98,9080,[FSR2007] 0384                 ,342.911,56.109
FSR_0385         ,340.628,58.941,0.052,58,-5.939,-3.974,0.436,NN            ,8.85,2.19,11.68,2165,-631,2071,4,9207,[FSR2007] 0385                 ,340.628,58.941
FSR_0398         ,339.135,64.153,0.084,55,-3.218,-1.109,1.043,NN            ,7.26,2.01,9.81,917,-295,864,80,8678,[FSR2007] 0398                 ,339.135,64.153
FSR_0401         ,345.245,59.698,0.013,12,-3.837,-2.652,0.23,NN            ,8.43,3.22,12.96,3908,-1298,3685,-16,10319,[FSR2007] 0401                 ,345.245,59.698
FSR_0430         ,348.835,64.162,0.061,31,-1.878,-0.704,0.376,NN            ,7.91,2.44,12.1,2636,-1015,2428,147,9665,[FSR2007] 0430                 ,348.835,64.162
FSR_0442         ,352.489,63.447,0.152,218,1.287,-2.554,0.664,NN            ,8.87,2.44,11.17,1712,-695,1564,59,9169,[FSR2007] 0442                 ,352.489,63.447
FSR_0448         ,356.818,60.902,0.054,34,-2.49,-2.035,0.315,NN            ,8.59,2.83,12.54,3217,-1369,2910,-56,10136,[FSR2007] 0448                 ,356.818,60.902
FSR_0451         ,357.955,60.916,0.214,164,-3.216,-1.907,0.32,NN            ,7.13,1.99,12.56,3252,-1412,2929,-63,10183,[FSR2007] 0451                 ,357.955,60.916
FSR_0465         ,357.75,66.186,0.037,22,-2.583,-0.109,0.163,NN            ,9.77,2.33,14.19,6873,-3099,6116,482,12972,[FSR2007] 0465                 ,357.75,66.186
FSR_0494         ,6.416,63.754,0.056,37,-2.503,-0.844,0.225,manual        ,8.95,2.2,13.05,4073,-2041,3524,72,10963,[FSR2007] 0494                 ,6.416,63.754
FSR_0496         ,6.656,64.01,0.091,109,2.231,-0.621,0.653,NN            ,9.31,1.94,10.77,1423,-716,1229,31,9139,[FSR2007] 0496                 ,6.656,64.01
FSR_0498         ,7.317,62.389,0.117,43,-3.29,-0.681,0.336,NN            ,7.73,1.14,12.14,2674,-1352,2307,-17,9963,[FSR2007] 0498                 ,7.317,62.389
FSR_0524         ,14.34,62.125,0.027,8,-1.547,-0.246,0.226,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 0524                 ,14.34,62.125
FSR_0534         ,19.349,61.273,0.102,53,-0.425,-0.281,0.335,NN            ,7.41,2.05,12.27,2842,-1672,2297,-71,10272,[FSR2007] 0534                 ,19.349,61.273
FSR_0536         ,19.919,63.026,0.059,23,-1.619,-0.025,0.288,NN            ,8.06,3.98,12.53,3203,-1888,2587,18,10550,[FSR2007] 0536                 ,19.919,63.026
FSR_0537         ,19.698,60.358,0.043,46,-1.079,-0.821,0.255,NN            ,7.9,1.45,12.65,3391,-2006,2730,-138,10700,[FSR2007] 0537                 ,19.698,60.358
FSR_0542         ,21.485,63.011,0.123,16,-2.187,-0.203,0.271,NN            ,8.93,3.24,12.87,3756,-2252,3006,26,11010,[FSR2007] 0542                 ,21.485,63.011
FSR_0551         ,24.938,64.878,0.095,44,0.112,-1.422,1.063,NN            ,7.13,1.06,9.95,976,-601,768,42,8974,[FSR2007] 0551                 ,24.938,64.878
FSR_0553         ,25.226,64.521,0.046,39,-3.243,0.086,0.306,NN            ,9.53,1.12,12.37,2974,-1839,2335,112,10443,[FSR2007] 0553                 ,25.226,64.521
FSR_0558         ,30.191,67.799,0.088,50,-1.024,0.794,0.314,NN            ,8.73,2.52,12.32,2911,-1839,2237,294,10422,[FSR2007] 0558                 ,30.191,67.799
FSR_0667         ,61.766,51.141,0.068,32,0.901,-3.87,0.844,NN            ,8.85,1.12,10.36,1182,-1035,570,-14,9392,[FSR2007] 0667                 ,61.766,51.141
FSR_0683         ,77.168,53.213,0.033,20,-0.134,-0.812,0.289,NN            ,7.78,1.7,12.33,2926,-2647,1182,392,11050,[FSR2007] 0683                 ,77.168,53.213
FSR_0686         ,66.353,46.098,0.156,12,-1.088,-2.556,1.087,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 0686                 ,66.353,46.098
FSR_0716         ,77.786,45.718,0.052,80,-0.265,-1.628,0.252,NN            ,8.94,0.86,12.77,3575,-3398,1087,225,11788,[FSR2007] 0716                 ,77.786,45.718
FSR_0728         ,67.458,38.496,0.05,55,1.991,-2.224,0.543,NN            ,8.21,1.76,11.37,1876,-1780,547,-224,10135,[FSR2007] 0728                 ,67.458,38.496
FSR_0735         ,73.471,40.859,0.041,52,0.512,-2.068,0.316,NN            ,8.66,1.13,12.28,2856,-2747,778,-91,11114,[FSR2007] 0735                 ,73.471,40.859
FSR_0771         ,75.919,32.157,0.115,40,1.631,-4.203,0.618,NN            ,8.45,1.64,10.92,1529,-1508,205,-150,9850,[FSR2007] 0771                 ,75.919,32.157
FSR_0811         ,94.105,36.377,0.053,43,0.948,-2.064,0.325,NN            ,8.61,0.88,12.45,3094,-3048,177,499,11390,[FSR2007] 0811                 ,94.105,36.377
FSR_0826         ,85.765,28.989,0.107,22,-0.535,-1.585,0.281,NN            ,6.66,2.78,13.41,4812,-4812,28,-37,13152,[FSR2007] 0826                 ,85.765,28.989
FSR_0833         ,91.32,30.827,0.038,24,-0.036,-0.807,0.186,NN            ,7.22,1.36,13.42,4836,-4820,-42,390,13160,[FSR2007] 0833                 ,91.32,30.827
FSR_0850         ,86.257,24.74,0.083,118,1.301,-2.555,0.438,NN            ,8.67,1.29,11.74,2232,-2226,-136,-89,10567,[FSR2007] 0850                 ,86.257,24.74
FSR_0852         ,88.363,25.19,0.05,22,0.433,-1.923,0.321,NN            ,8.03,1.7,12.6,3307,-3298,-236,-24,11641,[FSR2007] 0852                 ,88.363,25.19
FSR_0866         ,103.823,29.745,0.071,35,1.405,-0.443,0.812,NN            ,9.33,0.29,10.49,1250,-1206,-133,299,9547,[FSR2007] 0866                 ,103.823,29.745
FSR_0883         ,91.094,22.037,0.047,27,0.825,-1.542,0.299,NN            ,8.15,1.8,12.41,3030,-3000,-426,8,11348,[FSR2007] 0883                 ,91.094,22.037
FSR_0893         ,93.454,21.608,0.1,133,-0.355,-3.215,0.396,manual        ,8.75,2.2,11.84,2328,-2295,-385,76,10642,[FSR2007] 0893                 ,93.454,21.608
FSR_0904         ,91.774,19.021,0.087,93,-0.448,-1.107,0.446,NN            ,7.34,1.86,11.82,2311,-2268,-442,-30,10617,[FSR2007] 0904                 ,91.774,19.021
FSR_0905         ,98.442,22.312,0.056,30,1.965,-3.85,0.649,NN            ,8.59,0.5,10.77,1424,-1390,-271,156,9733,[FSR2007] 0905                 ,98.442,22.312
FSR_0921         ,91.295,16.684,0.037,32,-0.006,-1.652,0.327,NN            ,8.59,3.22,12.57,3260,-3176,-724,-130,11538,[FSR2007] 0921                 ,91.295,16.684
FSR_0923         ,92.644,16.971,0.038,48,0.657,0.141,0.587,NN            ,8.99,1.84,11.11,1667,-1622,-381,-29,9970,[FSR2007] 0923                 ,92.644,16.971
FSR_0932         ,91.087,14.573,0.039,52,-0.36,-0.789,0.402,NN            ,8.07,2.82,11.85,2340,-2261,-588,-142,10617,[FSR2007] 0932                 ,91.087,14.573
FSR_0935         ,98.778,17.74,0.047,40,-0.074,-1.056,0.377,NN            ,8.53,1.15,12.06,2577,-2478,-677,202,10839,[FSR2007] 0935                 ,98.778,17.74
FSR_0937         ,93.425,15.006,0.065,10,0.5,-0.114,0.085,NN            ,9.08,1.59,14.43,7693,-7418,-2031,-175,15889,[FSR2007] 0937                 ,93.425,15.006
FSR_0941         ,95.445,15.776,0.041,56,0.758,0.139,0.198,NN            ,8.67,2.23,13.2,4359,-4199,-1169,58,12594,[FSR2007] 0941                 ,95.445,15.776
FSR_0942         ,91.487,13.667,0.069,136,-0.412,0.092,0.277,NN            ,8.86,1.73,12.66,3409,-3277,-913,-214,11653,[FSR2007] 0942                 ,91.487,13.667
FSR_0948         ,96.48,15.859,0.03,35,-0.132,0.051,0.2,NN            ,8.73,1.24,13.06,4098,-3939,-1125,120,12330,[FSR2007] 0948                 ,96.48,15.859
FSR_0951         ,95.573,14.65,0.164,169,0.242,0.07,0.553,NN            ,8.72,0.81,11.22,1757,-1684,-502,10,10036,[FSR2007] 0951                 ,95.573,14.65
FSR_0953         ,94.762,14.15,0.052,79,-0.134,-2.877,0.331,NN            ,8.81,1.48,12.05,2567,-2459,-736,-25,10824,[FSR2007] 0953                 ,94.762,14.15
FSR_0968         ,92.843,11.863,0.05,29,-0.356,-1.158,0.382,NN            ,7.92,1.04,12.13,2662,-2530,-812,-153,10900,[FSR2007] 0968                 ,92.843,11.863
FSR_0974         ,98.156,12.553,0.049,48,-0.463,-0.345,0.265,NN            ,7.95,1.55,12.95,3893,-3665,-1307,108,12076,[FSR2007] 0974                 ,98.156,12.553
FSR_0975         ,100.01,13.31,0.034,7,0.166,-0.817,0.173,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 0975                 ,100.01,13.31
FSR_0977         ,97.974,11.865,0.024,16,0.721,-1.533,0.453,NN            ,8.93,1,11.7,2185,-2050,-753,42,10418,[FSR2007] 0977                 ,97.974,11.865
FSR_0979         ,97.814,11.081,0.046,60,0.225,-2.498,0.315,NN            ,8.75,2.25,12.36,2969,-2775,-1053,32,11165,[FSR2007] 0979                 ,97.814,11.081
FSR_0985         ,92.953,7.02,0.031,47,-0.433,-0.904,0.462,NN            ,8.41,1.18,11.65,2139,-1972,-801,-205,10343,[FSR2007] 0985                 ,92.953,7.02
FSR_1025         ,102.62,6.612,0.011,10,0.202,-0.36,0.12,manual        ,8.75,0.7,13.94,6136,-5464,-2776,299,14081,[FSR2007] 1025                 ,102.62,6.612
FSR_1032         ,99.072,4.011,0.022,21,-1.372,-3.174,0.456,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[FSR2007] 1032                 ,99.072,4.011
FSR_1051         ,103.046,3.662,0.053,26,-0.761,-2.639,0.399,NN            ,8.41,1.44,11.97,2479,-2151,-1229,79,10562,[FSR2007] 1051                 ,103.046,3.662
FSR_1063         ,98.654,-0.265,0.034,34,0.057,-1.541,0.393,NN            ,8.04,1.77,11.88,2379,-2029,-1231,-160,10442,[FSR2007] 1063                 ,98.654,-0.265
FSR_1083         ,110.503,3.557,0.034,96,-0.331,0.245,0.191,NN            ,9.3,0.43,13.44,4884,-4041,-2648,715,12661,[FSR2007] 1083                 ,110.503,3.557
FSR_1085         ,103.29,-0.192,0.041,53,-1.05,0.262,0.596,NN            ,7.76,0.61,10.97,1565,-1308,-859,8,9687,[FSR2007] 1085                 ,103.29,-0.192
